time,roll,pitch,altitude,vibration_z,label
17.832,0.0412721352200718,0.0049927467909313,2.0150764728901094,2.427496746213173e-05,SAFE
17.84,0.0412721450515952,0.0049927015643218,2.014898849716282,2.498875329043841e-05,SAFE
17.848,0.0412721549171119,0.0049926555860487,2.0147208177149736,2.569849993288148e-05,SAFE
17.856,0.0412721648184564,0.0049926097853276,2.014542389038909,2.6404122117383524e-05,SAFE
17.864,0.0412721747569131,0.0049925650415252,2.014363575805053,2.710576025753206e-05,SAFE
17.872,0.0412721847344445,0.0049925221812146,2.014184390093972,2.780341402973324e-05,SAFE
17.88,0.0412721947513802,0.0049924819747447,2.0140048439492166,2.8497058522084777e-05,SAFE
17.888,0.0412722048092859,0.0049924451248954,2.013824949378411,2.918677928211883e-05,SAFE
17.896,0.0412722149084047,0.0049924122665604,2.013644718352315,2.987260793876796e-05,SAFE
17.904,0.0412722250498225,0.0049923839617942,2.013464162804992,3.055457488057471e-05,SAFE
17.912,0.0412722352329786,0.0049923607012339,2.013283294632773,3.1232657261040774e-05,SAFE
17.92,0.0412722454585454,0.0049923428964469,2.013102125695133,3.190694212086899e-05,SAFE
17.928,0.0412722557260392,0.0049923308821435,2.0129206678137423,3.2577489764661176e-05,SAFE
17.936,0.0412722660351634,0.004992324920294,2.0127389327714296,3.324422002753724e-05,SAFE
17.944,0.0412722763850571,0.0049923251937469,2.012556932312968,3.3907277220273395e-05,SAFE
17.952,0.0412722867753882,0.0049923318131393,2.012374678143736,3.456663592557285e-05,SAFE
17.96,0.0412722972048949,0.0049923448164751,2.012192181929616,3.522238350591442e-05,SAFE
17.968,0.0412723076725454,0.0049923641772409,2.0120094552955865,3.587443833612448e-05,SAFE
17.976,0.0412723181767906,0.004992389800659,2.0118265098263617,3.652294282146532e-05,SAFE
17.984,0.0412723287168218,0.0049924215318871,2.0116433570651213,3.716789693990505e-05,SAFE
17.992,0.0412723392902834,0.004992459163265,2.011460008512281,3.7809274433112e-05,SAFE
18.0,0.041272349896167,0.0049925024330875,2.011276475626008,3.844715802766846e-05,SAFE
18.008,0.0412723605322711,0.0049925510347638,2.011092769820745,3.908157503104531e-05,SAFE
18.016,0.0412723711973859,0.0049926046206344,2.010908902466892,3.9712550162944006e-05,SAFE
18.024,0.0412723818888178,0.0049926628114007,2.0107248848893176,4.034005366202637e-05,SAFE
18.032,0.0412723926052829,0.0049927251956649,2.0105407283678423,4.096416450162485e-05,SAFE
18.04,0.0412724033445273,0.0049927913384907,2.010356444135947,4.158493396131262e-05,SAFE
18.048,0.0412724141046795,0.0049928607909983,2.010172043379441,4.220227191028483e-05,SAFE
18.056,0.0412724248835039,0.0049929330885661,2.0099875372370146,4.2816312021772086e-05,SAFE
18.064,0.0412724356794989,0.004993007761442,2.009802936798716,4.342701757969281e-05,SAFE
18.072,0.0412724464904397,0.0049930843371276,2.0096182531057187,4.403446424445575e-05,SAFE
18.08,0.0412724573145377,0.0049931623504343,2.009433497148844,4.463855826349473e-05,SAFE
18.088,0.0412724681496917,0.0049932413408194,2.0092486798691738,4.523942978427808e-05,SAFE
18.096,0.0412724789947418,0.004993320860854,2.0090638121568074,4.583706641712713e-05,SAFE
18.104,0.0412724898471757,0.0049934004829549,2.008878904849708,4.643142961111736e-05,SAFE
18.112,0.0412725007060165,0.0049934797968991,2.0086939687343373,4.702258988741744e-05,SAFE
18.12,0.0412725115692732,0.0049935584170421,2.0085090145443427,4.761056268550718e-05,SAFE
18.128,0.0412725224361154,0.0049936359835538,2.0083240529604374,4.819536117314794e-05,SAFE
18.136,0.0412725333043857,0.0049937121686948,2.0081390946091497,4.877694445905077e-05,SAFE
18.144,0.041272544173482,0.0049937866726819,2.007954150063576,4.9355380993458784e-05,SAFE
18.152,0.0412725550419625,0.0049938592281283,2.0077692298423786,4.993071205647944e-05,SAFE
18.16,0.0412725659088846,0.0049939296051311,2.00758434440878,5.050283819237634e-05,SAFE
18.168,0.0412725767730435,0.0049939976046445,2.0073995041714467,5.107188448194192e-05,SAFE
18.176,0.0412725876340545,0.0049940630640107,2.007214719483327,5.163780631001073e-05,SAFE
18.184,0.0412725984908799,0.0049941258540751,2.007030000641781,5.220067228259598e-05,SAFE
18.192,0.0412726093429734,0.0049941858838554,2.006845357887474,5.27603823351293e-05,SAFE
18.2,0.0412726201895148,0.0049942430924244,2.0066608014053697,5.331706112613544e-05,SAFE
18.208,0.0412726310306493,0.00499429745193,2.0064763413238635,5.387069161508318e-05,SAFE
18.216,0.0412726418651787,0.0049943489689346,2.006291987714002,5.442123134839139e-05,SAFE
18.224,0.0412726526934349,0.0049943976766482,2.0061077505904863,5.496874784055089e-05,SAFE
18.232,0.0412726635147168,0.0049944436370295,2.005923639910712,5.551325419385013e-05,SAFE
18.24,0.0412726743294531,0.0049944869371093,2.0057396655750006,5.605476203721191e-05,SAFE
18.248,0.0412726851367022,0.0049945276906048,2.005555837425674,5.65932296398319e-05,SAFE
18.256,0.0412726959370244,0.0049945660294088,2.005372165248121,5.712872527315857e-05,SAFE
18.264,0.0412727067300775,0.0049946021039711,2.005188658770091,5.7661290698407e-05,SAFE
18.272,0.0412727175159472,0.0049946360846716,2.005005327660954,5.819082749422175e-05,SAFE
18.28,0.0412727282943785,0.0049946681518472,2.004822181532844,5.8717462292706896e-05,SAFE
18.288,0.0412727390658527,0.0049946984983592,2.0046392299397144,5.9241152543847566e-05,SAFE
18.296,0.0412727498301088,0.004994727324144,2.004456482377677,5.976196926267208e-05,SAFE
18.304,0.0412727605872849,0.0049947548387189,2.00427394828407,6.027981519860081e-05,SAFE
18.312,0.0412727713371505,0.0049947812513095,2.0040916370386075,6.0794818138046935e-05,SAFE
